transcription_index,answer_key,file
131,ffce.faaabeacbb.bdhhidd.bcdchcgiab.,Pic131.gif
132,h.aggd.dheecg.caa.figbdcfaic.bbid.h,Pic132.gif
133,c.eiiacicee.e.bibbabch.ihhebahbca.i,Pic133.gif
134,ghfefaabb.bbhahdif.fb.fbfcfcefic.cd,Pic134.gif
135,beeg.gfahgbe.cbea.ebh.cedhadaef.hge,Pic135.gif
136,dddbfcibfh.ghcbfbc.cbeidfcbdd.ghhdd,Pic136.gif
137,ihhhifdbcb.gbgihig.edai.dehciahife.,Pic137.gif
138,gdffcbeafi.bghhacahaa.eibdebcegd.ae,Pic138.gif
139,i.dhbeggiieh.cfcbccdecd.aghc.fibdfh,Pic139.gif
140,feffbgg.ih.dighic.cd.ahfcb.i.adeagh,Pic140.gif
141,hahaifbgdh.c.eefdc.fdd.gccchfbdg.ef,Pic141.gif
142,efaffdbcad.cg.bdieca.ccb.bfaahiacig,Pic142.gif
143,fhbgcgibbg.gghidebeab.baif.dgf.figa,Pic143.gif
144,igiaadcagc.ge.c.ag.bhdhgcbbfe.gdcgi,Pic144.gif
145,cba.ccibbbdbib.cbb.dfeacfdadh.agiii,Pic145.gif
146,edcfbiehfi.dhiaf.aacafb.aaddbgcbag.,Pic146.gif
147,cchdfihfbg.c.ghbee.a.ac.cihggfgafd.,Pic147.gif
148,ca.bhbaidgif.ahia.dhhdaiahhe.fgaihi,Pic148.gif
149,iic.cgb.dg.aagbicfcga.agedhdbaha.b.,Pic149.gif
150,iibefffgfd.cgidfec.ciegcag.cg.gfbic,Pic150.gif
151,eeifihbfdh.aghgagdcgh.i.fgficdiaif.,Pic151.gif
152,gdcggbh.ebcaefhacf.gied.ceaehgchha.,Pic152.gif
153,fhfbbhfiah.fidfhiahff.effce.cagdifb,Pic153.gif
154,ceefbe.dcfacaa.cgd.bdhhedh.aa.fefd.,Pic154.gif
155,gefghcg.c.feihaif.aiia.iffiidiega.b,Pic155.gif
156,hdb.cebdgcdacc.bbhfccgidd.igicggcgd,Pic156.gif
157,b.edfgigdeg.fei.idbhg.agidhgeacb.ag,Pic157.gif
158,ahe.cfecf.bbihhdfcbc.fgbfhbf.a.ifah,Pic158.gif
159,ia.cfafaehh.fidedcdied.efhdf.cebiei,Pic159.gif
160,cddhahabfb.fgg.ccggacgeid.ggiiiadac,Pic160.gif
161,c.cdfcdhecce.befa.ab.e.ifa.cgdbiigb,Pic161.gif
162,hec.edfa.hf.cdhhcag.fgchihdage.edag,Pic162.gif
163,hifhfgeahb.ccgccf.e.chbdbbedhi.gfcb,Pic163.gif
164,i.bgd.cghhgcgcee.baf.bae.bbfcihbffi,Pic164.gif
165,ghgfcb.ibhgibgbb.fgccfahfgc.acihaib,Pic165.gif
166,bgidaeagib.i.cibbgihc.aaffcfdaha.ad,Pic166.gif
167,ccgdccdfcc.cccdbfb.gfgh.gbhdff.aide,Pic167.gif
168,ciihbbfehf.figcaeeabg.ceaedaacad.ec,Pic168.gif
169,idghdecdgd.ce.gaibd.fd.ebiagidhac.c,Pic169.gif
170,bacaaaeae.bagbafbhfe.dbg.gcccaabafb,Pic170.gif
171,dg.ag.fhaf.dieiiidddg.gh.ai.c.hbibh,Pic171.gif
172,ea.ibgedbigfa.cg.d.ibdfehaefg.cdgdg,Pic172.gif
173,cfbiaggagg.fghbfe.cbg.c.dfgbgfeffe.,Pic173.gif
174,ca.fc.igfebgaiea.cefcchcfe.ig.hhfhe,Pic174.gif
175,fdedachgdd.fcf.hbgdgf.gifca.abfcei.,Pic175.gif
176,giceiediid.ebcagfhida.geafcdaici.ca,Pic176.gif
177,aehei.bgeibfbda.bgfiafcbga.fag.aefi,Pic177.gif
178,cccebafccf.abgaiaedae.hefibheied.bf,Pic178.gif
179,caaeaaebgg.c.cbacdba.aibbifciga.cea,Pic179.gif
180,cacfigbafe.ehcgi.bfbh.dbbch.cbachbh,Pic180.gif
181,feccfhaf.ihghabffch.c.gfaeac.cebhde,Pic181.gif
182,didibii.cefcdeibg.chaebihe.ife.ccdf,Pic182.gif
183,aefc.cac.achciabdeh.ehgfd.eih.bbcaa,Pic183.gif
184,igghgdaacd.dchfdifhec.hahd.gcfdadha,Pic184.gif
185,cfg.iifcgiaaff.dfgdd.cfaahdddhe.ce.,Pic185.gif
186,ihii.cehiffeihc.bcf.gichh.gaeeebhbd,Pic186.gif
187,d.c.hhbhac.gbda.bbecgihfg.ch.bchchd,Pic187.gif
188,de.be.igffdhb.ebfeacefde.hdhhhifcag,Pic188.gif
189,c.agefheghdg.fgdacb.gdcfigibha.gega,Pic189.gif
190,hd.cegachchaa.bde.fhhbbaeede.acbdcd,Pic190.gif
191,iefeiedeca.hidhgbehgd.diiahbicaf.h.,Pic191.gif
192,ihcbbbbdia.aghb.fhhg.ccdfhfhhdd.cee,Pic192.gif
193,iecdaa.gcdgdifccb.e.idicbhiggc.gabb,Pic193.gif
194,iihbaccbba.fbge.afgdfbdiba.ciafefch,Pic194.gif
195,e.bhheaeidde.h.aeiegafadi.a.ddab.ia,Pic195.gif
196,bibcfc.cc.cdacffb.cffddaa.chccgefce,Pic196.gif
197,ceaabbbgdg.hbfcadci.hgbh.hghebdfagi,Pic197.gif
198,cabicfbigh.hhbifcceif.aai.ciihechc.,Pic198.gif
199,dbea.gcce.g.bh.hdbhbg.cbbbfhecbh.ic,Pic199.gif
200,eecicdfged.iff.difh.fhbigdfa.bfh.eg,Pic200.gif
201,bda.acichddcch.c.ceadhiebdc.higah.f,Pic201.gif
202,fieacdgage.daiafciahc.gdiiaaffhc.hh,Pic202.gif
203,gaicbahcad.gcgdfegdfa.gdeeghcdah.ch,Pic203.gif
204,dbacbedc.hfdcbgf.d.cg.f.hd.chibbfhi,Pic204.gif
205,eacedcdffa.cbadfcgdbf.aibeab.giacd.,Pic205.gif
206,hccbabfehf.bdah.bghiefhbga.dbhfa.af,Pic206.gif
207,bbcfaic.abie.hhbhhiag.eacffifede.cc,Pic207.gif
208,habdfbi.adgaadcefb.iddica.agahihche,Pic208.gif
209,if.bdh.bhcgbfhedb.hfccg.bcdcdifcfb.,Pic209.gif
210,hdidbbcied.aff.edd.bhh.difdeahhf.da,Pic210.gif
211,ai.abh.hcfebd.feada.ffc.aedgei.bdab,Pic211.gif
212,egbieed.bcbbedgaad.dehh.effhihfghe.,Pic212.gif
213,hdic.b.ffbcgg.adeihgcfah.iccddahdge,Pic213.gif
214,hfigfbaecg.chcfcdahfg.hb.fbffbheiah,Pic214.gif
215,cafiec.cef.a.edeh.hdbgbafgbc.dabbed,Pic215.gif
216,i.gdaggebeei.b.b.a.igcgcbdcaa.ahdc.,Pic216.gif
217,eeigdgcedc.ibec.aachebdhfg.hahffaef,Pic217.gif
218,fghafffd.hbhibdbfic.cdhggg.g.eibcgb,Pic218.gif
219,bcdacibcid.bigdbbahih.idiiiacgde.gg,Pic219.gif
220,bchh.dhahehicbg.agcaifghdf.afddhbda,Pic220.gif
221,egeiigbaib.ahebeiiiec.egfaaafgff.ag,Pic221.gif
222,hfiaeabbid.hiehccicdh.aabbafbbgc.de,Pic222.gif
223,b.ifiaeib.iigafbfcfh.f.iaiebfbec.ha,Pic223.gif
224,caacg.agb.fa.d.df.ggdddi.cbfcbigdda,Pic224.gif
225,h.biifdfifhc.bhadfiaiih.dbie.degf.c,Pic225.gif
226,diaii.eigaadgbgd.ccbhghacdc.hcaehbf,Pic226.gif
227,fiebihigeb.icf.fcfdaghbee.eeidcffca,Pic227.gif
228,icccbcdega.fdech.hbgh.dicbbicaed.bh,Pic228.gif
229,cbdhbcffda.bfchh.g.bii.gia.bdfaebdf,Pic229.gif
230,gdicdhaaeh.bcgfdbdbge.faageeahih.af,Pic230.gif
231,gfcgiidi.ccaeeigg.iffehbdcig.echifc,Pic231.gif
232,bhda.be.dgegafbgb.hadhaeigbh.h.ebge,Pic232.gif
233,d.dagedgghcc.hifebabfcb.hbabaeb.bai,Pic233.gif
234,hiigibcdfc.agdi.bfgidhgbhg.eccdfgdh,Pic234.gif
235,hhf.gdadacdab.idahba.dce.hhehidgid.,Pic235.gif
236,c.ag.fhehab.dgah.hba.geggafdifh.chg,Pic236.gif
237,g.hdcdiefdfc.ggf.fad.fihaa.ehbbefcb,Pic237.gif
238,afdbdhdiaf.ificadfhea.geiegicai.edd,Pic238.gif
239,gchhcbda.h.idhaee.ccaiaib.ch.acegfc,Pic239.gif
240,dgcgf.adig.aagcifbeci.cehdgcbbed.ci,Pic240.gif
241,ehid.cdcaceeiic.bcf.heh.hafdbd.cbei,Pic241.gif
242,h.h.fehaiigcfg.f.dbehhcacfe.gfcdgcd,Pic242.gif
243,ede.cc.d.b.bag.giegihbiig.cg.ieeaia,Pic243.gif
244,hbafhe.cchdchaiif.bidedfhig.cfb.bfc,Pic244.gif
245,gfafiia.ddgdhebcag.bae.cbfd.hfdeiga,Pic245.gif
246,cddhdhddgc.ehb.hehbbehhe.aehfiiad.d,Pic246.gif
247,hhbacgfahe.ahbdiagefi.fcfdiadghd.bb,Pic247.gif
248,chabadgggc.feg.hche.fbdeebcgee.ccbh,Pic248.gif
249,chihhaifhi.ccbdchbcfd.agifhaeigb.ca,Pic249.gif
250,cbedeggafd.cbbhbgggbh.bce.dcbfidhde,Pic250.gif
251,aa.cfechhaibi.gaidfcfgfc.dabiciecch,Pic251.gif
252,ceehgafbdf.hhh.ehgfifghdc.fecahbeef,Pic252.gif
253,ffiahedaib.gfe.fechibb.accdaeddi.ii,Pic253.gif
254,chbbchhdig.gce.aic.fcabhgcifb.cggfb,Pic254.gif
255,aghahaifba.eee.deigece.e.dgi.a.g.fa,Pic255.gif
256,aichahedab.eaibacbddd.ecaaaichhd.e.,Pic256.gif
257,iihcche.checehdegh.haebc.bdf.efgbia,Pic257.gif
258,cdhchfabhi.febe.aba.gg.dbheaiecdi.e,Pic258.gif
259,cbbgicihga.bifigeabid.ihdhfcdiig.cb,Pic259.gif
260,gfhb.gacggbb.cigdgeideg.cihdabdffa.,Pic260.gif
261,ihiihbg.fgfahi.hhcahd.hbbaicbhg.cia,Pic261.gif
262,chacch.cbefcbeibi.chgdbi.hecbcdagic,Pic262.gif
263,he.cegbdegdei.figbffgaad.h.fag.fcia,Pic263.gif
264,gi.ee.fafegfegcb.icgcabgege.cic.fef,Pic264.gif
265,d.bhhihg.dg.eehcigfheg.biifhdace.ie,Pic265.gif
266,bidhhafcae.fh.hh.fhfdibigd.gbchhbah,Pic266.gif
267,gfbefd.cfbc.gdbbeagagh.hehhcfeiih.g,Pic267.gif
268,aegebc.heai.e.dfhcifgdgd.dggghaabbf,Pic268.gif
269,gcifiidff.ccbfgceddh.ha.fgehfh.gbii,Pic269.gif
270,ibe.fegabid.hbeeccdcgc.fcbgi.dhffhh,Pic270.gif
271,c.iggagggigg.ifhdchehcd.h.c.bccedid,Pic271.gif
272,cegfhigdee.hfghhfeibg.hddiehhddg.bd,Pic272.gif
273,ggddhhhbhf.gbbgafdcac.idh.ffb.bheah,Pic273.gif
274,hg.c.aaigffeefi.cbdfbibhgc.bccdcggb,Pic274.gif
275,hehcaai.cbfeffhegi.eidghddidb.bfba.,Pic275.gif
276,fhieecebdd.aabbdah.i.bcddiadbce.dhd,Pic276.gif
277,ec.egh.gbg.edcegiidhe.gccgfhcfef.dh,Pic277.gif
278,e.bd.ccd.ddedhaiig.ceaeecgfbb.ddgbb,Pic278.gif
279,feeggddcad.ddeidhefea.hi.biaefcdcdi,Pic279.gif
280,bfdhaibbi.cedahhidaf.ccgfccighe.b.c,Pic280.gif
281,bdfg.hda.icb.bhheadiifa.hcghdedghb.,Pic281.gif
282,ibfa.cbbdiefgei.dd.aifidgfhha.c.bfe,Pic282.gif
283,cefff.faeadaacah.ebhihcf.aiigi.cdcb,Pic283.gif
284,gbffgcchb.ciiiff.gbigcabedg.dhadbie,Pic284.gif
285,ebddeheibh.c.ieebhdhb.cbcb.hdeefiha,Pic285.gif
286,f.bfahcbifda.g.bbbahgbehe.chfehb.gi,Pic286.gif
287,ccccaah.ff.fgghadacfg.bcbcaihgba.he,Pic287.gif
288,cifdagfa.big.aiedibcb.e.ai.ddgccfed,Pic288.gif
289,deifadggfa.iccdehieff.aheghc.bhg.fi,Pic289.gif
290,d.figibi.h.fbeabg.ae.dhhcibeebg.cec,Pic290.gif
291,dibaeieddc.bbcdihcccd.cceffbehc.gfb,Pic291.gif
292,gicedfeied.decicfaagi.cffidhi.dbdbe,Pic292.gif
293,c.gficdiffha.gehcfeeeae.ad.cfgieegd,Pic293.gif
294,eedhccbbhc.fddd.gbfccah.c.bbbeie.id,Pic294.gif
295,igc.bghhcfgheh.egeaedcbge.ib.cgd.ca,Pic295.gif
296,abbgadd.hicdceaaid.igihdbaedg.hdcaf,Pic296.gif
297,hdcghbca.ehaeeibdei.dc.heeadebfbc.i,Pic297.gif
298,biigdgi.idfhea.gihbhdgiib.hegia.cih,Pic298.gif
299,behbihgfib.aabcgcff.bfffcbghaf.i.ec,Pic299.gif
300,gfgdccidab.a.di.idiiagihfb.igigeace,Pic300.gif
301,ddbd.eifbfbhbde.dahaedfghd.ebfhfcf.,Pic301.gif
302,ibbgc.eiigffaha.ehgefgccgd.cdhaebgf,Pic302.gif
303,f.h.iagci.d.biedhdaihh.egfcgfdiha.h,Pic303.gif
304,b.idfbfcbbh.cbdghhcgcf.cfbd.fbfiebh,Pic304.gif
305,bddcgfaf.bgffiiccbe.eeg.cbhfb.bcf.e,Pic305.gif
306,ibhh.gab.gahgafgfcg.aggbbaaegf.hhde,Pic306.gif
307,bdehc.abhbaadcb.febhdgd.bb.fbfccibe,Pic307.gif
308,bdagid.egffaahiih.gefdegihge.fh.c.b,Pic308.gif
309,acchcdhcef.iaacgcbdci.ccfaceah.bfee,Pic309.gif
310,b.iiffcf.ccecfaidge.ebagaeedii.chae,Pic310.gif
311,eef.aaf.fffhbifagd.cicfibbcgb.cfgce,Pic311.gif
312,dbdcafbffb.igfieaf.ad.he.dd.ibbi.fg,Pic312.gif
313,bd.icccbhdiie.eedf.c.gefbhaegdg.fcc,Pic313.gif
314,caahfg.caaeaf.edh.eeecdideef.cadaad,Pic314.gif
315,egieihcg.hf.hbhcaffefa.ibhchggggd.a,Pic315.gif
316,c.fhbieadihf.gcdfhhdfcc.idb.ceichge,Pic316.gif
317,gdbibf.dbibghfbdb.i.faecddea.ehaaig,Pic317.gif
318,dafe.dgc.ehggba.d.aee.be.ebich.ehif,Pic318.gif
319,ifddhbgdeg.eibgdiihif.e.ighiafhecg.,Pic319.gif
320,egg.df.ehdd.chd.ceacaie.echca.ababg,Pic320.gif
321,ebhghba.aegbcgahdb.hbhcbad.dhafdegc,Pic321.gif
322,cgageceib.aaaiifdddd.faaafe.bhibfee,Pic322.gif
323,eg.fh.bfifaicbfd.bebif.b.bcd.giaidh,Pic323.gif
324,cadgdefafe.dhhfcfddbe.ceahd.agi.dbb,Pic324.gif
325,ccg.agfcadeh.ifaiccdheb.fdb.ehagiga,Pic325.gif
326,fhacefihad.ifafefhgbe.hdcidfa.bdf.e,Pic326.gif
327,ai.geffac.acdddaadcc.ccc.figdcfgh.a,Pic327.gif
328,ii.idibgai.ieigggg.feeiegda.bgd.hg.,Pic328.gif
329,cd.gddbeabada.agidiigai.e.b.dcebdda,Pic329.gif
330,hagbfheahc.cbigbidf.aeffffcaca.cd.d,Pic330.gif
331,ddcaegdggf.acbgciifed.chchie.f.hhdi,Pic331.gif
332,cafghba.cchdicd.ecfhcadgci.dhigfgag,Pic332.gif
333,bafi.ehihbgfcbe.cdedhgegia.cggccbba,Pic333.gif
334,ei.a.gihbahafag.cahgbihbeb.cahhiafg,Pic334.gif
335,cfaigfdaeg.biacgb.c.ebaaiifcae.i.gc,Pic335.gif
336,fhhidhdeee.ifcaefbbec.gicdiac.bigca,Pic336.gif
337,cifahdbacc.hdcfabffia.efcgd.adchggh,Pic337.gif
338,diaghdhih.igcddaefie.ba.cbiebddbfh.,Pic338.gif
339,gdfgcbeceb.baiib.iaifhdgdhe.fbgh.ee,Pic339.gif
340,hdcabhbg.iahcbha.cebdbcgfdf.bccidbf,Pic340.gif
341,f.c.ccbffahgfh.cdbicadhad.egdhe.ffc,Pic341.gif
342,iihfbahh.gfaggd.efgeaigeed.cd.aefeg,Pic342.gif
343,acgfabcbfc.dcdhbgbie.baihe.d.efgecc,Pic343.gif
344,iffebg.a.cbaa.adeddiiabi.c.ffadcfih,Pic344.gif
345,hiicabigai.ec.dfdciabefd.adg.cdidii,Pic345.gif
346,fabh.c.cifg.ffbeehfdbe.aechc.ffdiaa,Pic346.gif
347,c.cdibfhcfgg.fbiccidfic.cgaeghbhag.,Pic347.gif
348,cda.b.ccbhfbghac.cbgedigieh.hdcihi.,Pic348.gif
349,fbdcgdbdg.hdebhgibb.bfbcgggbdi.cgci,Pic349.gif
350,dfedi.dgggbfadai.gf.hicehihcfh.gdfc,Pic350.gif
351,f.feedachddg.gafedea.fgfbbefegh.dai,Pic351.gif
352,aaiiceihac.ccggbebdac.cegh.h.gb.hgh,Pic352.gif
353,edgefhfdda.ccgif.ahcgi.ghbigcgahi.c,Pic353.gif
354,eaf.ghgcdgfaig.d.f.ef.ghfefhefac.ce,Pic354.gif
355,cbiieidcia.fe.gifacgdbfd.fddgbhbdhf,Pic355.gif
356,hi.afgfbhfeii.cdegb.f.b.cgeidbfi.dg,Pic356.gif
357,beggg.ecfcfebggc.gfebiei.egdcfgfcfh,Pic357.gif
358,hhhighbagd.ifadbaegdi.g.cggieeaggf.,Pic358.gif
359,dhcfe.bcahc.ciedehecia.aicechhbea.a,Pic359.gif
360,c.gbi.cefcdgei.iechhfdaab.ccdigedif,Pic360.gif
361,ifghgei.ehffadbghd.f.cefghhgf.iafif,Pic361.gif
362,gec.hcc.cdidddihca.ffgagdfbdi.egdgf,Pic362.gif
363,deechh.bhgbeff.iefigfehed.cffc.idhi,Pic363.gif
364,ggdbe.ihhdfcai.d.eihfhcafhg.iibhedf,Pic364.gif
365,cigcgbheih.ceebbica.ehh.ead.bgffihg,Pic365.gif
